,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,34.87,34.87,34.39,31.3
FIIs,6.54,6.98,8.74,50.22
DIIs,5.62,5.05,4.71,7.52
Public,52.96,53.1,52.15,10.97
No. of Shareholders,27690.0,26481.0,30655.0,40121.0
