,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,514.0,595.0,600.0,556.0,576.0,545.0,620.0,590.0,506.0,540.0,602.0,596.0,566.0
Expenses,388.0,475.0,448.0,425.0,460.0,476.0,501.0,495.0,458.0,503.0,533.0,503.0,497.0
Operating Profit,126.0,120.0,152.0,131.0,116.0,68.0,119.0,95.0,48.0,37.0,69.0,93.0,69.0
OPM %,25.0,20.0,25.0,24.0,20.0,13.0,19.0,16.0,9.0,7.0,11.0,16.0,12.0
Other Income,10.0,12.0,15.0,11.0,14.0,12.0,12.0,10.0,11.0,11.0,13.0,13.0,14.0
Interest,13.0,12.0,9.0,10.0,11.0,10.0,5.0,8.0,21.0,11.0,7.0,9.0,9.0
Depreciation,28.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,27.0,27.0,27.0
Profit before tax,95.0,92.0,130.0,104.0,91.0,43.0,98.0,69.0,10.0,8.0,49.0,70.0,48.0
Tax %,34.0,31.0,-7.0,34.0,34.0,28.0,4.0,26.0,28.0,30.0,28.0,25.0,26.0
Net Profit,62.0,64.0,140.0,69.0,60.0,30.0,94.0,52.0,7.0,6.0,35.0,52.0,36.0
EPS in Rs,2.75,2.81,6.18,3.03,2.63,1.34,4.13,2.28,0.31,0.25,1.54,2.31,1.58
