,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.12,73.12,73.12,73.12,73.12
Public,26.88,26.88,26.88,26.88,26.89
No. of Shareholders,84.0,61.0,53.0,73.0,81.0
