,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,74.09,83.49,62.54,50.38,64.41,47.3,42.32
Inventory Days,110.9,85.86,74.93,41.38,43.59,41.64,28.43
Days Payable,121.7,128.03,91.31,21.61,67.56,60.02,44.87
Cash Conversion Cycle,63.29,41.32,46.16,70.15,40.45,28.91,25.88
Working Capital Days,45.73,30.54,43.39,51.28,43.13,32.38,26.31
ROCE %,,14.12,12.79,-4.67,2.92,17.53,18.23
