,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,0.08,-1.34
Cash from Investing Activity,,,-0.12,-6.94
Cash from Financing Activity,,,0.11,8.27
Net Cash Flow,,,0.07,-0.01
