,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-303,-495,-714,-735,-621,-724,-1047
Cash from Investing Activity,2,8,0,-97,65,-62,111
Cash from Financing Activity,300,534,764,1209,495,768,978
Net Cash Flow,-1,47,51,377,-61,-18,42
