,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,18.34,21.19
Reserves,9.4,25.7,46.16
Borrowings,3.58,0.87,0.51
Other Liabilities,3.31,6.79,8.85
Total Liabilities,16.3,51.7,76.71
Fixed Assets,14.44,40.92,61.22
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,1.86,10.78,15.49
Total Assets,16.3,51.7,76.71
