,2021-10-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,53.37,53.37,56.77,57.65,57.9
Public,46.63,46.63,43.24,42.34,42.1
No. of Shareholders,297.0,102.0,67.0,85.0,98.0
