,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,0.92,-2.26,-8.15,-12.66
Cash from Investing Activity,,0.17,-0.01,0.04,-10.29
Cash from Financing Activity,,-1.02,3.0,8.33,24.49
Net Cash Flow,,0.07,0.73,0.22,1.54
