,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.48,0.0,3.0,4.3,10.75,21.5
Reserves,,0.0,0.1,6.98,16.78,16.7
Borrowings,,0.0,0.0,0.28,9.2,10.19
Other Liabilities,,0.36,0.42,0.22,4.65,5.15
Total Liabilities,,0.36,3.52,11.78,41.38,53.54
Fixed Assets,,0.0,0.01,0.02,0.06,0.05
CWIP,,0.0,0.0,0.0,0.0,0.0
Investments,,0.0,0.0,0.0,10.3,10.75
Other Assets,,0.36,3.51,11.76,31.02,42.74
Total Assets,,0.36,3.52,11.78,41.38,53.54
