,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.45,4.97,4.94,3.46,3.69,5.17,4.96,2.02,1.74,2.34,1.48,2.31,2.7
Expenses,2.38,3.67,3.88,2.06,2.68,2.84,6.97,1.73,1.65,2.06,1.26,1.74,1.94
Operating Profit,1.07,1.3,1.06,1.4,1.01,2.33,-2.01,0.29,0.09,0.28,0.22,0.57,0.76
OPM %,31.01,26.16,21.46,40.46,27.37,45.07,-40.52,14.36,5.17,11.97,14.86,24.68,28.15
Other Income,0.0,0.0,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.01,0.33,0.01,0.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0
Depreciation,0.19,0.19,0.19,0.2,0.2,0.2,0.23,0.23,0.25,0.25,0.1,0.21,0.21
Profit before tax,0.88,1.11,0.95,1.2,0.81,2.13,-2.19,0.06,-0.16,0.04,0.42,0.37,0.55
Tax %,0.0,0.0,-12.63,30.0,28.4,23.94,-15.53,0.0,0.0,0.0,-21.43,27.03,27.27
Net Profit,0.89,1.11,1.07,0.84,0.58,1.62,-2.54,0.06,-0.16,0.04,0.51,0.27,0.39
EPS in Rs,0.82,1.03,0.99,0.78,0.54,1.5,-2.35,0.06,-0.15,0.04,0.47,0.25,0.36
