,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.41,71.41,71.41,61.2,54.66,54.71,54.65,54.65,54.65
Public,28.59,28.59,28.59,38.8,45.34,45.29,45.35,45.34,45.34
No. of Shareholders,888.0,912.0,926.0,917.0,930.0,1026.0,1372.0,1467.0,1540.0
