,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,198.0,304.0,862.0,874.0,757.0,805.0,823.0,843.0,638.0,850.0,901.0,847.0,796.0
Expenses,76.0,134.0,644.0,660.0,600.0,557.0,640.0,624.0,514.0,652.0,704.0,691.0,685.0
Operating Profit,122.0,170.0,218.0,214.0,157.0,248.0,183.0,219.0,124.0,198.0,197.0,157.0,111.0
OPM %,62.0,56.0,25.0,24.0,21.0,31.0,22.0,26.0,19.0,23.0,22.0,18.0,14.0
Other Income,83.0,438.0,481.0,-362.0,72.0,52.0,210.0,79.0,79.0,82.0,88.0,89.0,88.0
Interest,562.0,572.0,558.0,574.0,589.0,582.0,597.0,586.0,618.0,656.0,651.0,678.0,726.0
Depreciation,104.0,105.0,102.0,103.0,104.0,104.0,103.0,102.0,103.0,103.0,97.0,102.0,105.0
Profit before tax,-461.0,-69.0,39.0,-824.0,-464.0,-387.0,-306.0,-389.0,-518.0,-480.0,-463.0,-535.0,-632.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-0.0
Net Profit,-461.0,-69.0,39.0,-824.0,-464.0,-387.0,-306.0,-389.0,-518.0,-480.0,-483.0,-549.0,-633.0
EPS in Rs,-0.93,-0.14,0.07,-1.54,-0.86,-0.72,-0.58,-0.72,-0.96,-0.89,-0.9,-1.02,-1.18
