,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.9,74.9,74.99,75.2,74.72,74.72,74.78,73.75
FIIs,2.65,2.78,1.07,1.27,2.15,4.33,3.07,4.18
DIIs,12.78,13.09,16.05,16.4,15.34,11.98,14.56,15.05
Public,9.67,9.24,7.89,7.13,7.8,8.98,7.59,7.0
No. of Shareholders,16353.0,13232.0,14411.0,10796.0,19661.0,150579.0,118317.0,102942.0
