,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.11,7.11,7.11,7.11,7.11,7.86,11.51,11.51,11.51,11.51,11.51,14.96,14.96
Reserves,29.07,34.31,36.13,37.46,38.5,42.39,48.66,50.63,50.96,51.32,52.12,48.72,48.79
Borrowings,0.67,9.97,10.29,5.49,8.45,0.53,0.79,0.46,0.0,0.0,0.0,0.0,0.71
Other Liabilities,24.24,37.52,28.58,22.45,17.79,10.35,10.4,7.04,4.64,2.95,2.7,2.3,4.38
Total Liabilities,61.09,88.91,82.11,72.51,71.85,61.13,71.36,69.64,67.11,65.78,66.33,65.98,68.84
Fixed Assets,11.32,14.4,16.6,15.56,15.72,15.82,15.0,15.53,11.7,9.11,9.44,7.19,6.8100000000000005
CWIP,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.57,4.82,1.45,22.96,29.35,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.22
Other Assets,48.2,68.36,64.06,33.99,26.78,45.31,56.36,54.11,55.41,56.67,56.67,58.57,61.81
Total Assets,61.09,88.91,82.11,72.51,71.85,61.13,71.36,69.64,67.11,65.78,66.33,65.98,68.84
