,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,72.19,81.22,65.95,47.73,49.02,17.72,14.19,16.61,6.1,7.56,5.22,6.43,5.62
Expenses,64.43,73.11,61.79,44.03,45.91,16.53,12.54,14.84,5.64,7.16,5.31,6.24,7.03
Operating Profit,7.76,8.11,4.16,3.7,3.11,1.19,1.65,1.77,0.46,0.4,-0.09,0.19,-1.41
OPM %,10.75,9.99,6.31,7.75,6.34,6.72,11.63,10.66,7.54,5.29,-1.72,2.95,-25.09
Other Income,0.23,0.64,0.06,0.19,0.06,1.33,1.67,1.08,0.79,1.04,1.85,0.38,3.01
Interest,0.18,0.83,0.39,0.62,0.47,0.48,0.1,0.19,0.03,0.0,0.0,0.0,0.00
Depreciation,0.6,0.67,0.82,1.03,0.93,1.01,1.05,1.07,0.99,0.98,1.0,0.76,0.78
Profit before tax,7.21,7.25,3.01,2.24,1.77,1.03,2.17,1.59,0.23,0.46,0.76,-0.19,0.82
Tax %,41.33,19.59,21.26,16.96,15.82,-15.53,-17.51,31.45,-39.13,30.43,-5.26,126.32,
Net Profit,4.22,5.83,2.37,1.85,1.5,1.19,2.55,1.1,0.33,0.32,0.8,0.05,1.09
EPS in Rs,4.54,6.27,2.55,1.99,1.63,1.17,1.7,0.73,0.22,0.21,0.53,0.03,0.73
