,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53
Reserves,1.01,1.53,0.88,-0.79,-5.61,-5.01,-5.64,-6.42,-5.65,-5.05,-5.14,-6.01,-6.11
Borrowings,7.69,14.05,19.98,17.87,16.76,15.55,16.14,15.92,14.05,12.68,12.69,0.05,0.0
Other Liabilities,4.11,5.2,4.29,5.79,7.8,8.12,7.77,8.13,4.61,2.79,2.34,13.97,13.87
Total Liabilities,18.34,26.31,30.68,28.4,24.48,24.19,23.8,23.16,18.54,15.95,15.42,13.54,13.29
Fixed Assets,5.22,8.81,14.06,12.02,6.78,6.5600000000000005,6.24,5.95,5.69,5.5,5.38,5.32,5.18
CWIP,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
Other Assets,10.5,17.49,16.61,16.37,17.69,17.62,17.55,17.2,12.85,10.45,10.04,8.22,8.11
Total Assets,18.34,26.31,30.68,28.4,24.48,24.19,23.8,23.16,18.54,15.95,15.42,13.54,13.29
