,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,38.0,121.0,211.0,76.0,75.0,247.0,218.0,250.0,270.0,273.0,227.0,273.0,271.0
Expenses,83.0,109.0,132.0,104.0,94.0,140.0,149.0,163.0,170.0,171.0,167.0,177.0,171.0
Operating Profit,-45.0,12.0,79.0,-28.0,-19.0,107.0,69.0,88.0,100.0,102.0,60.0,96.0,100.0
OPM %,-117.0,10.0,37.0,-37.0,-25.0,43.0,32.0,35.0,37.0,37.0,26.0,35.0,37.0
Other Income,-5.0,8.0,11.0,7.0,8.0,4.0,12.0,6.0,10.0,12.0,19.0,14.0,12.0
Interest,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
Depreciation,14.0,14.0,12.0,13.0,14.0,14.0,16.0,14.0,15.0,15.0,15.0,16.0,17.0
Profit before tax,-65.0,5.0,77.0,-35.0,-26.0,95.0,64.0,78.0,93.0,96.0,62.0,92.0,92.0
Tax %,14.0,78.0,25.0,18.0,14.0,26.0,24.0,26.0,27.0,12.0,17.0,26.0,25.0
Net Profit,-56.0,1.0,58.0,-29.0,-22.0,71.0,48.0,57.0,69.0,85.0,51.0,68.0,69.0
EPS in Rs,-2.04,0.05,2.17,-1.08,-0.85,2.64,1.8,2.14,2.55,3.17,1.91,2.54,2.59
