,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.69,33.18,32.77,32.77,33.28,33.23,33.28,33.26
FIIs,11.41,22.68,23.49,16.07,8.14,6.21,5.35,5.06
DIIs,0.51,6.82,3.34,7.99,7.38,10.94,14.5,15.73
Public,47.39,37.32,40.39,43.17,51.2,49.63,46.88,45.96
No. of Shareholders,66569.0,74488.0,88124.0,109130.0,166070.0,252603.0,319106.0,394223.0
