,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.39,73.39,73.39,72.99,73.37,73.53,73.53,73.52,73.52,73.52,73.52,73.52
FIIs,1.26,0.7,0.01,0.16,0.19,0.19,0.19,0.22,0.28,1.28,1.49,1.49
DIIs,0.01,0.0,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
Public,25.34,25.91,26.6,26.84,26.42,26.27,26.27,26.26,26.19,25.2,24.98,24.99
No. of Shareholders,7757.0,8172.0,11194.0,13009.0,10285.0,10150.0,9925.0,9572.0,9651.0,9019.0,9452.0,10354.0
