,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,212.0,222.0,326.0,253.0,198.0,202.0,343.0,246.0,199.0,210.0,299.0,301.0,289.0
Expenses,207.0,182.0,274.0,242.0,187.0,160.0,281.0,230.0,197.0,164.0,230.0,263.0,256.0
Operating Profit,4.0,41.0,52.0,10.0,11.0,42.0,62.0,15.0,2.0,45.0,68.0,38.0,33.0
OPM %,2.0,18.0,16.0,4.0,5.0,21.0,18.0,6.0,1.0,22.0,23.0,13.0,11.0
Other Income,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Interest,15.0,13.0,14.0,12.0,10.0,7.0,10.0,9.0,7.0,5.0,9.0,11.0,7.0
Depreciation,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Profit before tax,-14.0,22.0,34.0,-6.0,-4.0,31.0,46.0,0.0,-10.0,34.0,53.0,21.0,21.0
Tax %,34.0,34.0,36.0,35.0,31.0,35.0,29.0,43.0,35.0,36.0,34.0,25.0,27.0
Net Profit,-10.0,15.0,22.0,-4.0,-3.0,20.0,33.0,0.0,-7.0,22.0,35.0,16.0,15.0
EPS in Rs,-6.79,10.38,15.48,-2.8,-2.15,14.18,23.43,0.06,-4.75,15.48,24.87,11.03,10.7
