,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.95,60.95,60.95,60.95,61.02,61.02,61.02
FIIs,0.0,0.0,0.0,0.0,0.12,0.07,0.22
DIIs,3.08,3.08,0.26,0.01,0.01,0.11,0.03
Public,35.97,35.97,38.8,39.04,38.85,38.82,38.72
No. of Shareholders,7649.0,7237.0,7629.0,7907.0,11389.0,11153.0,9933.0
