,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,48.67,0.00,15.87,26.55,608.33,973.33,1338.33,2007.50,,,
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,,48.67,0.00,15.87,26.55,608.33,973.33,1338.33,2007.50,,,
Working Capital Days,,18623.11,12645.40,12039.71,15462.73,131886.67,118929.17,118260.00,338172.50,,,
ROCE %,22.20,10.28,4.69,9.85,5.12,10.87,1.93,0.62,-1.05,-1.38,-4.10,-1.22
