,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,57.78,78.11,77.75,53.81,56.47,76.12,73.22,86.99,76.95,65.05,65.53,72.4,59.26
Expenses,54.9,71.88,73.4,51.94,54.38,67.42,67.26,77.59,71.69,60.78,63.29,71.65,56.6
Operating Profit,2.88,6.23,4.35,1.87,2.09,8.7,5.96,9.4,5.26,4.27,2.24,0.75,2.66
OPM %,4.98,7.98,5.59,3.48,3.7,11.43,8.14,10.81,6.84,6.56,3.42,1.04,4.49
Other Income,1.75,1.24,0.96,0.46,1.1,4.02,1.08,17.12,0.8,0.58,2.21,3.1,0.74
Interest,1.02,0.9,0.72,0.85,0.83,1.04,0.05,0.55,0.25,0.5,0.27,0.76,1.24
Depreciation,0.84,0.78,0.81,0.84,0.94,1.01,1.03,1.06,1.11,1.12,1.33,1.16,1.19
Profit before tax,2.77,5.79,3.78,0.64,1.42,10.67,5.96,24.91,4.7,3.23,2.85,1.93,0.97
Tax %,27.08,28.32,38.1,46.88,14.79,16.03,20.13,13.49,22.55,42.72,47.02,21.24,8.25
Net Profit,2.02,4.15,2.34,0.34,1.21,8.96,4.76,21.55,3.64,1.85,1.51,1.52,0.89
EPS in Rs,2.58,5.31,2.99,0.43,1.55,11.46,6.09,27.56,4.66,2.37,1.93,1.94,1.14
