,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,39,-6,-1,-46,57,38,9,55,87,105,101,58
Cash from Investing Activity,-34,-16,-15,-19,-4,0,-9,4,-171,173,5,18
Cash from Financing Activity,-29,-10,86,0,-1,0,0,0,-6,-9,-9,-24
Net Cash Flow,-24,-32,71,-64,53,38,-1,59,-90,269,96,52
