,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.5,73.5,73.58,74.19,72.88,72.88,72.88,72.88,72.88
DIIs,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Public,26.5,26.5,26.41,25.81,27.12,27.12,27.12,27.11,27.11
No. of Shareholders,159.0,159.0,198.0,269.0,364.0,536.0,1626.0,2843.0,5600.0
