,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2022-09-01
Equity Capital,12,24,30,30,30,35,35,37,37,37,37,37,37
Reserves,462,580,638,607,701,514,476,973,1136,873,916,-42,-703
Borrowings,3008,4953,6524,9429,4264,3825,2199,2312,2220,2041,2123,2748,3502
Other Liabilities,1332,1584,2960,3141,1354,1505,1732,1938,2693,2762,2693,2218,1681
Total Liabilities,4815,7141,10151,13207,6350,5880,4443,5261,6087,5713,5770,4961,4518
Fixed Assets,1077,1542,1712,1700,1340,1127,394,419,439,456,392,348,304
CWIP,1279,2200,4970,7933,1481,1310,30,6,7,17,29,9,9
Investments,34,362,358,260,739,859,978,1198,1201,572,565,546,546
Other Assets,2425,3037,3112,3314,2789,2584,3041,3637,4440,4667,4783,4057,3659
Total Assets,4815,7141,10151,13207,6350,5880,4443,5261,6087,5713,5770,4961,4518
