,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,70.23,74.36,101.85,154.02,207.19,208.67,48.1,48.47,234.07,49.15,50.94,55.59,51.54
Expenses,64.87,67.08,89.84,121.36,168.46,165.85,41.88,44.27,224.43,44.15,46.22,48.97,45.62
Operating Profit,5.36,7.28,12.01,32.66,38.73,42.82,6.22,4.2,9.64,5.0,4.72,6.62,5.92
OPM %,7.63,9.79,11.79,21.21,18.69,20.52,12.93,8.67,4.12,10.17,9.27,11.91,11.49
Other Income,17.11,17.81,17.65,1.42,0.47,-0.82,1.16,0.25,1.36,-0.05,0.86,0.31,0.87
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.99,1.83
Depreciation,4.73,4.09,2.11,3.54,3.92,4.03,3.97,3.92,4.19,4.01,3.39,3.95,3.97
Profit before tax,17.74,21.0,27.55,30.54,35.28,37.97,3.41,0.53,6.81,0.94,0.67,0.99,0.99
Tax %,24.92,20.0,24.57,23.61,24.21,22.75,33.72,88.68,29.22,86.17,-1.49,49.49,57.58
Net Profit,13.31,16.8,20.79,23.33,26.74,29.33,2.26,0.06,4.82,0.13,0.68,0.49,0.42
EPS in Rs,0.13,0.16,0.2,0.22,0.25,0.28,0.02,0.0,0.05,0.0,0.01,0.0,0.0
