,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,50,50,50,53,53,106,106,106,106,106,106,106
Reserves,392,464,627,907,1530,2001,2487,2496,2531,2558,22,18,13
Borrowings,459,542,492,416,320,144,0,0,0,0,27,58,53
Other Liabilities,240,327,555,664,189,71,400,116,182,212,178,116,129
Total Liabilities,1116,1383,1725,2037,2092,2268,2993,2718,2819,2876,333,298,302
Fixed Assets,537,420,436,273,132,29,90,143,149,156,139,127,125
CWIP,14,17,48,10,0,0,3,13,5,5,6,8,5
Investments,1,2,3,2,2,2,29,4,3,1,2,3,3
Other Assets,563,943,1238,1753,1959,2238,2871,2558,2662,2714,186,160,169
Total Assets,1116,1383,1725,2037,2092,2268,2993,2718,2819,2876,333,298,302
