,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,100.0,99.99,99.98,99.98
No. of Shareholders,3171.0,4526.0,5745.0,7031.0,12249.0,15501.0,17232.0,19353.0,19181.0,19741.0,21530.0,24378.0
