,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.98
No. of Shareholders,1628.0,1625.0,1629.0,1653.0,4526.0,15501.0,19741.0,24378.0
