,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,56.35,57.1,42.84,54.05,59.49,54.47,51.23,60.6,60.53,60.14,55.45,60.15,57.83
Expenses,51.51,50.61,37.72,44.77,50.09,48.85,50.45,53.42,47.62,51.5,50.01,51.52,49.46
Operating Profit,4.84,6.49,5.12,9.28,9.4,5.62,0.78,7.18,12.91,8.64,5.44,8.63,8.37
OPM %,8.59,11.37,11.95,17.17,15.8,10.32,1.52,11.85,21.33,14.37,9.81,14.35,14.47
Other Income,0.41,0.53,2.66,0.82,0.28,1.95,0.37,-3.15,1.12,1.74,2.56,2.0,2.27
Interest,0.12,0.14,0.13,0.11,0.06,0.06,0.06,0.01,0.03,0.18,0.2,0.15,0.22
Depreciation,0.27,0.27,0.26,0.28,0.23,0.37,0.65,0.19,0.2,0.33,0.48,0.39,0.46
Profit before tax,4.86,6.61,7.39,9.71,9.39,7.14,0.44,3.83,13.8,9.87,7.32,10.09,9.96
Tax %,17.49,17.85,30.85,29.45,30.24,24.23,31.82,23.5,24.49,21.07,23.5,25.87,25.0
Net Profit,4.01,5.43,5.1,6.85,6.56,5.41,0.31,2.92,10.41,7.78,5.6,7.48,7.47
EPS in Rs,1.53,2.07,1.95,2.61,2.5,2.07,0.12,1.11,3.97,2.97,2.14,2.86,2.85
