,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,85,85,85,82,85,97,85,91,98,109,120,146,156
Borrowings,35,33,36,39,38,8,8,4,5,7,0,6,9
Other Liabilities,23,21,22,19,22,25,23,28,31,35,31,30,31
Total Liabilities,156,153,156,154,159,143,130,136,147,164,164,195,209
Fixed Assets,59,58,56,52,52,22,21,22,22,26,23,24,10
CWIP,1,2,2,0,0,0,3,4,4,0,0,0,0
Investments,0,0,0,0,0,0,0,0,11,15,51,1,1
Other Assets,96,92,98,102,108,121,105,110,109,123,91,170,198
Total Assets,156,153,156,154,159,143,130,136,147,164,164,195,209
