,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,49.77,47.32,63.87,70.65,72.53,81.48,101.64,113.39,104.71,71.91,94.59,85.57,76.52
Expenses,40.44,39.29,53.48,59.65,65.45,70.01,90.45,98.49,101.11,70.83,80.21,74.6,66.99
Operating Profit,9.33,8.03,10.39,11.0,7.08,11.47,11.19,14.9,3.6,1.08,14.38,10.97,9.53
OPM %,18.75,16.97,16.27,15.57,9.76,14.08,11.01,13.14,3.44,1.5,15.2,12.82,12.45
Other Income,6.11,0.88,0.38,1.79,0.85,0.24,3.1,0.72,0.4,0.91,2.68,0.88,0.81
Interest,0.73,0.87,0.37,0.49,0.73,0.83,2.46,2.29,1.84,3.16,3.29,3.47,2.88
Depreciation,1.72,1.71,1.76,1.79,1.81,1.83,2.62,3.32,4.92,4.8,4.54,3.55,3.9
Profit before tax,12.99,6.33,8.64,10.51,5.39,9.05,9.21,10.01,-2.76,-5.97,9.23,4.83,3.56
Tax %,10.01,25.91,-24.42,28.54,32.1,28.73,59.5,37.96,-0.0,45.23,27.63,34.99,33.71
Net Profit,11.68,4.7,10.75,7.52,3.66,6.46,3.73,6.22,-2.77,-3.28,6.68,3.14,2.36
EPS in Rs,4.68,1.88,4.31,3.02,1.47,2.59,1.5,2.49,-1.11,-1.32,2.68,1.26,0.95
