,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,12.97,12.97,12.97,12.97,12.97,7.9,7.57,7.57,0.06
Public,87.03,87.03,87.03,87.03,87.03,92.1,92.43,92.43,99.94
No. of Shareholders,1394.0,1435.0,1467.0,1457.0,1486.0,1459.0,1599.0,1532.0,1551.0
