,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,1.36
Reserves,24.28,23.23,23.24,21.15,21.16,20.08,20.32,21.63,21.91,22.07,21.97,20.89,21.01
Borrowings,1.47,1.44,1.98,2.21,0.0,1.27,6.61,10.55,5.69,4.99,0.45,0.45,0.4
Other Liabilities,0.17,6.17,2.34,2.13,9.62,19.86,32.3,34.16,13.24,7.78,6.74,7.89,6.54
Total Liabilities,38.91,43.83,40.55,38.48,43.77,54.2,72.22,79.33,53.83,47.83,42.15,42.22,40.94
Fixed Assets,4.13,4.13,4.17,1.41,1.2,0.98,0.8,0.66,0.55,0.47,0.44,0.38,0.36
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,2.06,2.06,2.06,2.06,2.06,0.97,0.96,2.03,2.03,2.03,1.86,0.79,0.84
Other Assets,32.72,37.64,34.32,35.01,40.51,52.25,70.46,76.64,51.25,45.33,39.85,41.05,39.74
Total Assets,38.91,43.83,40.55,38.48,43.77,54.2,72.22,79.33,53.83,47.83,42.15,42.22,40.94
