,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.35,39.35,0.0,0.0,0.0,0.0,0.0,0.0
Public,60.65,60.65,100.0,100.0,100.0,100.0,100.0,99.99
No. of Shareholders,1611.0,1632.0,1665.0,1699.0,1654.0,2437.0,2481.0,2510.0
