,2023-03-01,2023-09-01
Equity Capital,12,12
Reserves,52,90
Borrowings,49,48
Other Liabilities,40,35
Total Liabilities,153,185
Fixed Assets,35,44
CWIP,10,29
Investments,1,1
Other Assets,107,111
Total Assets,153,185
