,2022-06-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.29,15.18,62.62,25.8,41.18
Expenses,8.86,12.4,57.87,22.65,35.35
Operating Profit,1.43,2.78,4.75,3.15,5.83
OPM %,13.9,18.31,7.59,12.21,14.16
Other Income,0.04,0.27,-2.64,0.23,0.39
Interest,0.56,0.9,1.0,0.88,1.39
Depreciation,0.8,0.88,1.0,1.04,0.98
Profit before tax,0.11,1.27,0.11,1.46,3.85
Tax %,9.09,26.77,663.64,43.15,27.01
Net Profit,0.1,0.73,-0.42,0.82,2.8
EPS in Rs,0.1,0.7,-0.38,0.69,2.39
