,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,17,23,41,22,34
Cash from Investing Activity,-32,-29,-47,-37,-102
Cash from Financing Activity,10,12,5,16,127
Net Cash Flow,-5,7,-1,1,59
