,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,77.0,73,41,88,99
Inventory Days,5.0,22,14,26,13
Days Payable,83.0,115,68,177,223
Cash Conversion Cycle,-1.0,-20,-13,-62,-111
Working Capital Days,70.0,68,40,89,135
ROCE %,,20,21,28,24
