,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,35,35,35,35,37,38.0
Reserves,41,57,72,118,354,380.0
Preference Capital,8,8,0,0,0,
Borrowings,21,34,51,67,25,26.0
Other Liabilities,23,32,33,39,43,67.0
Total Liabilities,120,159,192,259,460,511.0
Fixed Assets,62,62,125,117,162,256.0
CWIP,22,40,4,43,47,16.0
Investments,0,0,14,0,21,16.0
Other Assets,36,56,49,99,230,224.0
Total Assets,120,159,192,259,460,511.0
