,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,2.88,5.52,0.00,0.00,-0.09,0.00,0.0
Expenses,0.21,0.16,9.80,0.58,0.72,0.29,3.08,8.72,0.25,7.15,0.98,0.11,0.11
Operating Profit,-0.21,-0.16,-9.80,-0.58,-0.72,-0.29,-0.2,-3.2,-0.25,-7.15,-1.07,-0.11,-0.11
OPM %,,,,,,,-6.94,-57.97,,,,,
Other Income,0.28,0.53,1.27,1.57,1.82,1.81,1.82,0.44,0.02,8.04,0.00,-0.05,-0.05
Interest,0.00,0.01,0.00,0.00,0.00,0.00,0.0,0.02,0.09,0.09,0.00,0.00,0.0
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.0
Profit before tax,0.07,0.36,-8.53,0.99,1.10,1.52,1.62,-2.78,-0.32,0.80,-1.07,-0.16,-0.16
Tax %,0.00,27.78,0.00,19.19,10.00,1.97,0.0,0.0,0.00,0.00,-70.09,0.00,
Net Profit,0.07,0.26,-8.53,0.80,0.99,1.49,1.62,-2.78,-0.32,0.80,-1.83,-0.16,-0.16
EPS in Rs,0.14,0.11,-2.84,0.23,0.28,0.43,0.46,-0.8,-0.09,0.23,-0.52,-0.05,-0.04
