,2019-09-01,2019-12-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,100.0,73.42,73.42,73.42,73.42,74.02,74.24,74.39,74.54,74.54
Public,0.0,26.58,26.58,26.58,26.58,25.98,25.76,25.61,25.45,25.47
No. of Shareholders,7.0,100.0,93.0,96.0,111.0,129.0,120.0,166.0,177.0,183.0
