,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,39,39
Reserves,198,219,263,305,529
Borrowings,467,489,503,485,474
Other Liabilities,143,85,124,248,315
Total Liabilities,819,803,900,1078,1368
Fixed Assets,121,93,87,83,79
CWIP,17,7,3,1,1
Investments,0,0,0,0,0
Other Assets,681,704,809,994,1288
Total Assets,819,803,900,1078,1368
