,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,1276.0,1431.0,1689.0,2025.0
Expenses,1193.0,1350.0,1584.0,1881.0
Operating Profit,83.0,81.0,106.0,144.0
OPM %,7.0,6.0,6.0,7.0
Other Income,5.0,-2.0,4.0,4.0
Interest,46.0,43.0,42.0,44.0
Depreciation,9.0,9.0,9.0,9.0
Profit before tax,33.0,28.0,58.0,96.0
Tax %,27.0,25.0,25.0,25.0
Net Profit,24.0,21.0,44.0,72.0
EPS in Rs,24.96,21.23,44.71,18.32
