,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,111,111,111,111,111,111,111,111,111,111,111,111,111
Reserves,8569,10234,11888,13282,15182,17707,25090,26841,27652,37056,42731,44071,48758
Borrowings,0,0,0,0,0,0,0,0,168,136,114,93,78
Other Liabilities,455,430,449,500,178,71,68,56,4797,8186,10632,8913,12634
Total Liabilities,9135,10775,12448,13893,15472,17889,25269,27008,32729,45490,53588,53188,61581
Fixed Assets,384,532,532,544,544,222,215,193,374,342,310,278,261
CWIP,160,0,0,0,0,0,0,0,0,0,0,0,0
Investments,7706,9577,11325,13078,13276,17364,24575,26257,32068,44914,52964,52555,59613
Other Assets,885,666,592,271,1651,302,478,558,287,234,314,355,1708
Total Assets,9135,10775,12448,13893,15472,17889,25269,27008,32729,45490,53588,53188,61581
