,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,38.54,46.7,52.25,46.85,55.25,68.18,66.31,82.28,75.62,59.57,58.55,62.19,65.23
Expenses,35.41,41.48,47.01,42.8,51.01,62.51,58.82,75.3,68.86,54.2,55.2,57.81,60.59
Operating Profit,3.13,5.22,5.24,4.05,4.24,5.67,7.49,6.98,6.76,5.37,3.35,4.38,4.64
OPM %,8.12,11.18,10.03,8.64,7.67,8.32,11.3,8.48,8.94,9.01,5.72,7.04,7.11
Other Income,0.16,-0.01,0.11,0.03,1.27,0.07,0.49,0.07,0.11,-0.17,0.8,0.01,0.22
Interest,1.37,1.29,1.11,1.23,1.25,1.35,1.13,1.25,1.59,1.41,1.28,1.45,1.47
Depreciation,0.57,0.48,0.54,0.56,0.5,0.5,0.57,0.53,0.53,0.56,0.55,0.56,0.58
Profit before tax,1.35,3.44,3.7,2.29,3.76,3.89,6.28,5.27,4.75,3.23,2.32,2.38,2.81
Tax %,11.11,25.29,35.68,24.89,25.27,25.19,26.43,25.24,25.05,25.39,55.17,25.21,25.27
Net Profit,1.2,2.57,2.38,1.72,2.81,2.91,4.62,3.94,3.56,2.41,1.04,1.78,2.1
EPS in Rs,2.22,4.76,4.41,3.19,5.2,5.39,8.56,7.3,6.59,4.46,1.93,3.3,3.89
