,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,115.85,29.16,85.56,83.34,85.15,72.68,214.45,78.06,32.02,11.45
Inventory Days,44.19,54.66,46.71,83.32,36.42,55.68,122.1,200.58,41.57,68.66
Days Payable,206.86,61.52,150.17,159.53,123.68,173.38,332.7,244.29,63.58,79.63
Cash Conversion Cycle,-46.82,22.31,-17.9,7.13,-2.11,-45.02,3.84,34.35,10.01,0.49
Working Capital Days,66.9,60.42,48.31,24.82,37.46,-9.27,181.28,148.09,74.98,99.53
ROCE %,,2.34,4.12,4.29,4.46,0.64,-0.44,0.59,2.34,4.94
