,2022-03-01,2023-03-01,2023-09-01
Promoters,67.18,33.0,29.76
FIIs,8.79,24.69,33.35
DIIs,16.42,31.28,27.5
Public,7.61,11.01,9.39
No. of Shareholders,395367.0,482517.0,443173.0
