,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,47,573,584,585,585
Reserves,-28,146,1131,803,1416,1705,1847
Borrowings,614,163,366,447,151,295,386
Other Liabilities,869,1295,307,375,444,474,693
Total Liabilities,1484,1633,1851,2198,2596,3060,3512
Fixed Assets,793,291,1065,1217,1384,1588,1985
CWIP,18,13,90,83,147,91,76
Investments,1,0,2,0,7,233,56
Other Assets,672,1328,694,898,1058,1149,1395
Total Assets,1484,1633,1851,2198,2596,3060,3512
