,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,72.09,72.09,72.09,71.94
FIIs,7.7,11.25,12.4,11.72
DIIs,1.48,1.48,1.48,0.0
Public,18.73,15.19,14.04,16.34
No. of Shareholders,39961.0,28243.0,17761.0,14524.0
