,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,20.0,57,94,176,78
Inventory Days,6.0,4,7,42,22
Days Payable,14.0,30,17,97,28
Cash Conversion Cycle,11.0,31,85,121,72
Working Capital Days,55.0,102,176,319,128
ROCE %,,11,9,10,8
