,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-126,18,62,149,253
Cash from Investing Activity,1,-64,-4,-35,-462
Cash from Financing Activity,185,22,66,-181,418
Net Cash Flow,59,-24,124,-67,209
