,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.88,72.88,72.88,72.88,72.88,72.88,72.88,58.6
DIIs,1.16,1.16,1.16,1.16,0.0,0.0,0.0,0.0
Public,25.96,25.96,25.96,25.96,27.12,27.12,27.1,41.4
No. of Shareholders,10656.0,10466.0,9930.0,9726.0,11716.0,11716.0,10918.0,10638.0
