,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.88,74.88,74.88,74.88,74.88,74.88,74.88,55.81
Public,25.12,25.12,25.12,25.12,25.12,25.12,25.12,44.18
No. of Shareholders,15478.0,15463.0,15404.0,15393.0,15926.0,16422.0,19536.0,18938.0
