,2023-03-01,2023-09-01
Equity Capital,16,21.0
Reserves,31,93.0
Preference Capital,14,
Borrowings,14,0.0
Other Liabilities,123,127.0
Total Liabilities,184,241.0
Fixed Assets,18,17.0
CWIP,0,0.0
Investments,0,0.0
Other Assets,165,224.0
Total Assets,184,241.0
