,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.41,6.62,5.92,4.27,4.86,4.73,4.4,4.48,2.83,3.27,2.86,3.1,2.91
Expenses,5.46,6.53,6.34,4.67,4.98,4.93,4.08,4.84,2.69,3.45,2.89,3.17,3.0
Operating Profit,-0.05,0.09,-0.42,-0.4,-0.12,-0.2,0.32,-0.36,0.14,-0.18,-0.03,-0.07,-0.09
OPM %,-0.92,1.36,-7.09,-9.37,-2.47,-4.23,7.27,-8.04,4.95,-5.50,-1.05,-2.26,-3.09
Other Income,0.74,0.17,5.83,0.17,0.44,0.19,0.3,0.17,0.3,0.29,0.35,0.57,0.27
Interest,0.03,0.05,0.05,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03
Depreciation,0.1,0.11,0.11,0.09,0.15,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08
Profit before tax,0.56,0.1,5.25,-0.35,0.14,-0.13,0.5,-0.3,0.33,0.00,0.19,0.4,0.07
Tax %,8.93,200.0,-7.62,-17.14,-71.43,7.69,18.0,10.0,-12.12,,0.0,25.0,57.14
Net Profit,0.51,-0.09,5.65,-0.41,0.24,-0.13,0.41,-0.27,0.37,-0.07,0.19,0.3,0.03
EPS in Rs,0.92,-0.16,10.22,-0.74,0.43,-0.24,0.74,-0.49,0.67,-0.13,0.34,0.54,0.05
