,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.95,0.87,1.03,0.91,0.91,1.05,1.07,1.06,1.07,1.08,1.05,1.06,1.08
Expenses,0.21,0.25,0.42,0.28,0.25,0.3,0.36,0.33,0.38,0.37,0.57,0.29,0.31
Operating Profit,0.74,0.62,0.61,0.63,0.66,0.75,0.71,0.73,0.69,0.71,0.48,0.77,0.77
OPM %,77.89,71.26,59.22,69.23,72.53,71.43,66.36,68.87,64.49,65.74,45.71,72.64,71.3
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Depreciation,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Profit before tax,0.66,0.54,0.52,0.55,0.58,0.67,0.63,0.64,0.6,0.62,0.36,0.68,0.68
Tax %,0.0,0.0,103.85,0.0,0.0,0.0,96.83,0.0,0.0,0.0,155.56,0.0,11.76
Net Profit,0.66,0.54,-0.03,0.55,0.59,0.67,0.01,0.64,0.6,0.62,-0.2,0.68,0.6
EPS in Rs,0.65,0.53,-0.03,0.54,0.58,0.66,0.01,0.63,0.59,0.61,-0.2,0.67,0.59
