,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,22.93,22.92,23.14,22.02,20.84
FIIs,20.06,24.2,22.13,64.83,61.87
DIIs,1.34,2.04,3.57,2.22,6.36
Public,55.67,50.84,51.17,10.94,10.92
No. of Shareholders,22159.0,20832.0,30865.0,35480.0,38102.0
