,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,21.52,21.17,21.17,21.17,21.17,21.17,21.17,21.17
Public,78.48,78.83,78.83,78.83,78.83,78.83,78.84,78.83
No. of Shareholders,298.0,309.0,325.0,322.0,345.0,15458.0,13080.0,12518.0
