,2021-03-01,2022-03-01,2023-03-01
Debtor Days,62.06,113.85,200.87
Inventory Days,35.66,26.42,45.8
Days Payable,84.96,115.47,136.01
Cash Conversion Cycle,12.76,24.8,110.66
Working Capital Days,93.88,80.16,153.71
ROCE %,,27.75,46.28
