,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.25,0.25,0.25,10.51
Reserves,7.64,10.31,16.23,5.75
Borrowings,4.38,5.93,3.98,9.08
Other Liabilities,3.2,4.0,5.14,5.1
Total Liabilities,15.47,20.49,25.6,30.44
Fixed Assets,4.32,8.99,8.37,8.41
CWIP,0.3,0.0,0.0,0.0
Investments,0.37,0.37,0.37,0.37
Other Assets,10.48,11.13,16.86,21.66
Total Assets,15.47,20.49,25.6,30.44
