,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,64.16,67.18,65.89,67.2,67.18,67.18,60.58,60.58,60.58,58.65,58.64,58.64
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
Public,35.84,32.82,34.11,32.8,32.82,32.82,39.42,39.43,39.42,41.36,41.35,41.13
No. of Shareholders,1222.0,3005.0,1312.0,1523.0,2034.0,3005.0,2593.0,3034.0,3520.0,8167.0,9824.0,15796.0
